code,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,individual,system,SnomedCTConceptId,SnomedCTDescriptionId,EmisCodeCategoryId
60597,"[X]Neglect and abandonment, by other specified persons",CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,U3My.00,"","","",1,1,read,52684005,87673015,32
108983,"[X]Neglect and abandonment, by unspecified person",CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,U3Mz.00,"","","",1,1,read,52684005,87673015,32
101308,[X]Other problems related to neglect in upbringing,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,ZVu4B00,"","","",1,1,read,720824009,3322192011,32
97916,Fetal alcohol syndrome,CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Q007111,"","","",1,3,read,205788004,315571015,32
100578,Fetus with drug damage with antenatal problem,CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,L255200,"","","",1,3,read,199550009,306614011,32
87884,Abandonment of infant with intent to injure or kill,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,TLx4100,"","","",1,3,read,219242009,331662015,32
92087,Drugdependenceinpregnancychildbirth,CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,L 183,"","","",1,3,read,,,
4062,Social services case conference,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,3875.00,"","","",1,3,read,165199000,256900018,3
5715,Social worker involved,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,13G4.00,"","","",1,3,read,160770002,250612012,17
9540,Report received from social services,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,9NDA.00,"","","",1,3,read,22451000000100,21531000000118,37
5303,Refer to social worker,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,8H75.00,"","","",1,3,read,308440001,451772017,40
11239,Referral to Social Services,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,8HHB.00,"","","",1,3,read,306238000,449191017,40
25399,Social sec report sent off,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,9EB1.00,"","","",1,3,read,184874003,284865015,37
7297,Social care,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,8GE..00,"","","",1,3,read,183425000,283491015,32
38088,Case management risk assessment score,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,388i.00,"","","",1,3,read,205371000000105,315131000000119,3
24337,Social security report NOS,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,9EBZ.00,"","","",1,3,read,309029009,452361010,37
56611,Under care of social services,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,9NNV.00,"","","",1,3,read,201481000000104,306581000000116,37
28656,Social services report,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,9b0k.00,"","","",1,3,read,25661000000109,63351000000112,37
13664,Refer to social worker,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZL79.11,"","","",1,3,read,,,
25507,Seen by social worker,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,9N26.00,"","","",1,3,read,185283008,285285016,37
9909,Referral to social services department social worker,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZL79100,"","","",1,3,read,,,
34941,Child: social services,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,64RA.00,"","","",1,3,read,309630000,453095014,1
9178,Child referral-social services,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,64RA.11,"","","",1,3,read,309630000,453095014,1
12797,Referral to social worker,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZL79.00,"","","",1,3,read,,,
41660,Other social care NOS,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,8GEZ.00,"","","",1,3,read,183425000,283491015,32
93422,Seen by social services,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,9Nl6.00,"","","",1,3,read,305905008,448487013,37
89437,Referral for social services carer's assessment,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,8HkB.00,"","","",1,3,read,790101000000103,1766391000000112,40
90686,Level 3 - case management (Supporting Peopl wi LTCs 2005),CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,9Ng4.00,"","","",1,3,read,280301000000108,512671000000116,37
102642,Health and social care plan agreed,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,8CS2.00,"","","",1,3,read,811871000000107,2117661000000119,32
106412,Under care of social worker,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,9NNk.00,"","","",1,3,read,405775000,2157551018,37
31095,Case closure by social worker,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZLDQ.00,"","","",1,3,read,,,
57423,Social services care planning,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK5..00,"","","",1,3,read,,,
89369,Child on supervision order,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,13Ie.00,"","","",1,3,read,294441000000106,517771000000111,17
40660,Case closure by social services department,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZLF4.00,"","","",1,3,read,,,
19752,Referral to SSD social worker,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZL79111,"","","",1,3,read,,,
30534,Seen by social services department care manager,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZLB8.00,"","","",1,3,read,,,
44251,Social Services help refused,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,8I53.00,"","","",1,3,read,183959009,284183014,32
38091,Discharged from care of case manager,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,8Hg6.00,"","","",1,3,read,417541007,2548592014,40
96087,Level 3 - case management,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,9Ng4.11,"","","",1,3,read,280301000000108,481631000000117,37
49913,Social services procedures,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK...00,"","","",1,3,read,,,
19675,Social case work,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,8GB..00,"","","",1,3,read,183418007,283484018,32
34884,Social services client assessment,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK4..00,"","","",1,3,read,,,
59133,Referred to social services for adult protection,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,8HHg.00,"","","",1,3,read,416276004,2548782016,40
105495,Discharge from Social Services,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,8HgS.00,"","","",1,3,read,845971000000105,2194141000000117,40
56129,Refused case management follow-up assessment,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,8HA6.00,"","","",1,3,read,819201000000104,2134081000000117,40
65847,Provision of social services care package,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK63.00,"","","",1,3,read,,,
43936,Screening by social services department,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK2..00,"","","",1,3,read,,,
35267,Ref to soc serv dept occ ther,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZL84300,"","","",1,1,read,,,
40722,Referral to SSD care manager,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZL79211,"","","",1,1,read,,,
56565,Referral to children's reporter,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,8HH9.00,"","","",1,1,read,37211000000103,87621000000115,40
17855,Medical social worker,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,03A..14,"","","",1,3,read,158950001,247732013,17
30859,Under care of social services dept occupational therapist,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZL46300,"","","",1,3,read,,,
64025,SSD ref furth soc serv assessm,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK3..00,"","","",1,1,read,,,
57424,Social services care package procedure,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK6..00,"","","",1,3,read,,,
54431,Psychiatric social worker,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,03AJ.00,"","","",1,3,read,80292009,133234012,17
100731,Referral to nurse complex case manager,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,8HlM.00,"","","",1,3,read,698943000,2981946011,40
52404,Referred by social worker,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,9N67.00,"","","",1,3,read,185365002,285380011,37
21092,[V]Delayed discharge - social services,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZV63211,"","","",1,3,read,309568009,453018012,32
53208,'Section' exam - social worker,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,69F3.00,"","","",1,3,read,171426001,265633015,1
70931,Social case work NOS,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,8GBZ.00,"","","",1,3,read,183418007,283484018,32
108474,Provision of residential social services care package,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK63100,"","","",1,3,read,,,
55293,Counselled by a social worker,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,6735.00,"","","",1,3,read,170996007,265016014,17
105427,Has Social Services care manager,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,9NgW.00,"","","",1,3,read,850931000000100,2204741000000116,37
108473,Support from social services care manager,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK11.00,"","","",1,3,read,,,
49888,Seen by SSD care manager,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZLB8.11,"","","",1,1,read,,,
106664,Case closure by social worker,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,8HgM.00,"","","",1,3,read,306729003,449852012,40
43081,Medical social worker involved,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,8GB1.00,"","","",1,3,read,183419004,283485017,32
72573,Provision of social services community based care package,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK63200,"","","",1,3,read,,,
49908,Seen by SSD duty staff,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZLB9.11,"","","",1,1,read,,,
32733,Form 2 passed to social worker,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,9H42.00,"","","",1,3,read,8661000000106,14251000000119,37
59567,Form 3 passed to social worker,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,9H52.00,"","","",1,3,read,1901000000105,14341000000112,37
49944,Social services full assessment,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK42.00,"","","",1,3,read,,,
93226,Social services care package review,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK62.00,"","","",1,3,read,,,
105974,Has social care assessor,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,9Nga.00,"","","",1,3,read,851851000000105,2206611000000117,37
56177,Form 4 passed to social worker,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,9H12.00,"","","",1,3,read,3251000000103,21331000000114,37
112416,111 contact disposition to Social Services,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,9N5G500,"","","",1,3,read,864911000000106,2235951000000111,37
110713,Social services complex assessment,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK46.00,"","","",1,3,read,,,
94338,Social services specialist assessment,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK43.00,"","","",1,3,read,,,
110316,Agreeing on social services care plan,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK51.00,"","","",1,3,read,,,
61384,Social services care package scheduled review,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK62100,"","","",1,3,read,,,
100873,Social services client reassessment,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK41.00,"","","",1,3,read,,,
110656,Negotiating social services care package,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK61.00,"","","",1,3,read,,,
70889,Producing social services care plan,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK52.00,"","","",1,3,read,,,
111955,Referral to Social Services declined,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,8IEt.00,"","","",1,3,read,880411000000107,2271251000000119,32
101239,Social services financial assessment,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK44.00,"","","",1,3,read,,,
106787,Social services needs assessment,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK4..11,"","","",1,3,read,,,
109118,Social services professional support,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,ZK1..11,"","","",1,3,read,,,
6250,Fostering medical examination,CM5,Child in care,Child in care,CM,CM,6982.00,"","","",1,1,read,171383005,265567016,1
49681,Lives in care home,CM5,Child in care,Child in care,CM,CM,13FX.00,"","","",1,1,read,248171000000108,406371000000117,17
